,PID,practice,trial,block,run,gain_left,left_item_id,right_item_id,left_pair_id,right_pair_id,left_stimulus,right_stimulus,left_category,right_category,left_path,right_path,no_response,left_chosen,rt,higher_outcome_chosen,choice_type,iti,long_iti,simulation,version,chosen_stimulus,unchosen_stimulus,chosen_category
0,46835,1,1,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,1,NaN,,NaN,,3000,0,5,4,NaN,NaN,NaN
1,46835,1,2,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/patrick-perkins-3wylDrjxH-E-unsplash.jpg,1,NaN,,NaN,,1500,0,5,4,NaN,NaN,NaN
2,46835,1,3,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/florian-wehde-iVW7mZPwd4g-unsplash.jpg,1,NaN,,NaN,,2000,0,5,4,NaN,NaN,NaN
3,46835,1,4,0,0,0,,,,,,,,,Stimuli/Practice_stims/Final_decisions/yassine-khalfalli-adsQ9d_Cx0c-unsplash.jpg,Stimuli/Practice_stims/Final_decisions/debby-hudson-FmCSSSGge-0-unsplash.jpg,1,NaN,,NaN,,1000,0,5,4,NaN,NaN,NaN
4,46835,0,5,1,1,0,no_gain2,gain4,J,D,15,46,faces,objects,Stimuli/Experimental_stims/faces/erik-lucatero-d2MSDujJl2g-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,1,NaN,,NaN,chosen,5000,1,5,4,50,50,NaN,NaN,NaN
5,46835,0,6,1,1,0,no_gain1,gain4,C,D,29,14,body_parts,faces,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,Stimuli/Experimental_stims/faces/david-siglin-UuW4psOb388-unsplash.jpg,1,NaN,,NaN,unchosen,1700,0,5,4,50,50,NaN,NaN,NaN
6,46835,0,7,1,1,1,gain2,no_gain4,L,E,28,42,body_parts,objects,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,1,NaN,,NaN,chosen,1600,0,5,4,50,50,NaN,NaN,NaN
7,46835,0,8,1,1,1,gain1,no_gain2,B,J,17,45,faces,objects,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/leohoho-rngTKHXumy0-unsplash.jpg,1,NaN,,NaN,unchosen,1800,0,5,4,50,50,NaN,NaN,NaN
8,46835,0,9,1,1,0,no_gain6,gain6,K,G,41,10,objects,outdoor_scenes,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,1,NaN,,NaN,unchosen,1300,0,5,4,50,50,NaN,NaN,NaN
9,46835,0,10,1,1,1,gain6,no_gain1,G,C,10,29,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/shannon-kunkle-dM8INmkyDas-unsplash.jpg,Stimuli/Experimental_stims/body_parts/manuel-schinner-ZwjFuJ7ebpk-unsplash.jpg,1,NaN,,NaN,unchosen,1200,0,5,4,50,50,NaN,NaN,NaN
10,46835,0,11,1,1,0,no_gain4,gain5,E,H,42,18,objects,faces,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/jessica-radanavong-mrYkTuAesKE-unsplash.jpg,1,NaN,,NaN,chosen,3800,1,5,4,50,50,NaN,NaN,NaN
11,46835,0,12,1,1,0,no_gain3,gain2,A,L,11,28,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/ira-vishnevskaya-8DQAvdCby1I-unsplash.jpg,1,NaN,,NaN,chosen,1100,0,5,4,50,50,NaN,NaN,NaN
12,46835,0,13,1,1,1,gain5,no_gain4,H,E,8,30,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/samsommer-vddccTqwal8-unsplash.jpg,Stimuli/Experimental_stims/body_parts/mika-korhonen-Xodzxosar18-unsplash.jpg,1,NaN,,NaN,unchosen,2500,0,5,4,50,50,NaN,NaN,NaN
13,46835,0,14,1,1,0,no_gain3,gain3,A,I,11,27,outdoor_scenes,body_parts,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/heike-mintel-i_Gns0ELnLw-unsplash.jpg,1,NaN,,NaN,chosen,1500,0,5,4,50,50,NaN,NaN,NaN
